"item" "roi" "syll_len" "word_lex" "word_complex" "word_freq" "type_freq" "word_bifreq" "type_bifreq" "word_len" "PB" "IC" "SC"
"763" 44 2 4 "उन्होंने" 1.5 1693 6262 30 172 8 2 0 1
"764" 44 3 4 "इलज़ाम" 0.5 NA NA NA NA 6 3 0 1
"765" 44 4 3 "साबित" 1 63 63 NA NA 5 5 0 1
"766" 44 5 3 "करने" 0.5 1730 9800 9 21 4 5 1 1
"767" 44 6 1 "के" 0.5 18820 25348 530 650 2 5 0 2
"768" 44 7 2 "लिए" 1 2612 2527 2346 1 3 5 0 1
"769" 44 8 5 "प्रेसकांफ्रेंस" 4 3 3 1 1 14 8 0 1
"770" 44 9 3 "बुलाई" 0.5 27 102 2 2 5 9 16 0
"771" 44 10 1 "थी" 0 888 3255 1 6 2 9 0 0
"772" 44 11 1 "।" 0 19415 18846 579 2058 1 9 0 0
"773" 45 1 3 "सुनीत" 0.5 6 6 NA NA 5 1 0 1
"774" 45 2 1 "ने" 0.5 6947 12697 1 NA 2 1 0 1
"775" 45 3 1 "दो" 0 626 NA 20 NA 2 3 0 2
"776" 45 4 4 "तस्वीरें" 1.5 23 54 1 NA 8 3 0 1
"777" 45 5 2 "पेश" 0.5 187 186 1 1 3 6 0 1
"778" 45 6 1 "कीं" 0.5 7 9800 1 130 3 6 5 0
"779" 45 7 1 "।" 0 19415 18846 6 1049 1 6 0 0
"780" 46 1 3 "जिसमें" 2 141 1184 NA NA 6 1 0 1
"781" 46 2 2 "रानी" 0 11 11 1 1 4 2 0 1
"782" 46 3 1 "ने" 0.5 6947 12697 1 NA 2 2 0 1
"783" 46 4 3 "लाइट" 0 6 7 1 NA 4 4 0 1
"784" 46 5 2 "ब्लू" 1 2 2 1 1 4 4 0 1
"785" 46 6 2 "रंग" 0.5 19 23 1 1 3 4 0 1
"786" 46 7 1 "की" 0 11321 25348 1 6 2 4 0 2
"787" 46 8 3 "कुरती" 0.5 NA NA NA NA 5 4 1 1
"788" 46 9 2 "और" 0 5122 5122 NA NA 2 9 0 2
"789" 46 10 2 "कढ़े" 0.5 1 1 1 1 3 10 0 1
"790" 46 11 2 "हुए" 0.5 1245 5915 1 1 3 11 0 2
"791" 46 12 4 "सलवार" 0 1 1 NA NA 5 12 0 1
"792" 46 13 3 "पहने" 0.5 9 32 NA NA 4 13 25 0
"793" 46 14 2 "हुए" 0.5 1245 5915 3 4 3 13 0 0
"794" 46 15 1 "हैं" 1 3449 14482 67 603 3 13 0 0
"795" 46 16 1 "।" 0 19415 18846 2296 8730 1 13 0 0
"796" 47 1 3 "दूसरी" 0.5 161 398 NA NA 5 1 0 2
"797" 47 2 2 "फोटो" 0 23 23 1 1 4 1 0 1
"798" 47 3 1 "में" 1 12692 25348 2 NA 3 1 0 1
"799" 47 4 2 "एक" 0 2107 2116 201 373 2 4 0 2
"800" 47 5 3 "मॉडल" 0.5 18 19 2 2 4 4 0 1
"801" 47 6 1 "ने" 0.5 6947 12697 1 NA 2 4 0 1
"802" 47 7 2 "यही" 0 118 8126 2 337 3 7 0 1
"803" 47 8 3 "कपड़ा" 0.5 6 48 NA NA 5 7 0 1
"804" 47 9 3 "पहना" 0 2 32 NA 2 4 9 9 0
"805" 47 10 2 "हुआ" 0.5 434 5915 1 4 3 9 0 0
"806" 47 11 1 "था" 0 1470 3255 58 165 2 9 0 0
"807" 47 12 2 "और" 0 5122 5122 69 145 2 12 0 1
"808" 47 13 3 "बकौल" 0 15 15 1 1 4 13 0 1
"809" 47 14 3 "सुनीत" 0.5 6 6 1 1 5 14 0 1
"810" 47 15 2 "इसे" 0.5 201 8126 1 1 3 15 0 1
"811" 47 16 4 "उन्होंने" 1.5 1693 6262 2 45 8 16 0 1
"812" 47 17 2 "ओके" 0.5 3 3 1 1 3 19 0 1
"813" 47 18 2 "ओके" 0.5 3 3 1 1 3 19 0 1
"814" 47 19 2 "किया" 1 1984 9800 1 1 4 19 9 0
"815" 47 20 1 "था" 0 1470 3255 151 384 2 19 0 0
"816" 47 21 1 "।" 0 19415 18846 895 2058 1 19 0 0
"817" 48 1 3 "सुनीत" 0.5 6 6 NA NA 5 1 0 1
"818" 48 2 3 "बनाम" 0 2 2 1 1 4 2 0 1
"819" 48 3 2 "अकी" 0 5 5 1 1 3 2 0 1
"820" 48 4 3 "नरुला" 0.5 5 5 5 5 5 2 0 1
"821" 48 5 1 "की" 0 11321 25348 NA 1 2 2 0 2
"822" 48 6 3 "लड़ाई" 0.5 3 15 1 6 5 2 1 1
"823" 48 7 3 "निपटी" 1 NA NA NA NA 5 7 0 1
"824" 48 8 1 "या" 0 347 347 NA NA 2 8 0 2
"825" 48 9 2 "नहीं" 0.5 2830 NA 31 NA 4 9 0 1
"826" 48 10 2 "यह" 0 1750 8126 NA NA 2 10 0 1
"827" 48 11 1 "तो" 0 1349 1349 15 22 2 10 0 1
"828" 48 12 2 "देर" 0.5 103 103 1 1 3 12 0 1
"829" 48 13 2 "रात" 0 177 182 33 33 3 12 0 1
"830" 48 14 1 "की" 0 11321 25348 3 13 2 12 0 2
"831" 48 15 2 "पार्टी" 2 667 718 10 15 6 12 1 1
"832" 48 16 1 "में" 1 12692 25348 40 238 3 12 0 1
"833" 48 17 2 "तय" 0 147 147 12 1 2 18 7 0
"834" 48 18 2 "होगा" 0 370 5915 2 20 4 18 0 0
"835" 48 19 1 "।" 0 19415 18846 257 886 1 18 0 0
"836" 49 1 3 "लेकिन" 1.5 859 859 NA NA 5 1 0 1
"837" 49 2 3 "इतना" 0 77 130 2 4 4 2 0 1
"838" 49 3 3 "जरूर" 0.5 59 66 3 3 4 3 0 1
"839" 49 4 1 "है" 0.5 10733 14482 3 3 2 4 3 0
"840" 49 5 1 "कि" 1 6478 25348 1852 1 2 5 0 1
"841" 49 6 2 "जिस" 1 107 1184 14 24 3 6 0 1
"842" 49 7 3 "तरह" 0 546 548 19 19 3 6 0 1
"843" 49 8 2 "चोरी" 0 26 26 1 1 4 8 0 1
"844" 49 9 2 "और" 0 5122 5122 3 3 2 8 0 2
"845" 49 10 4 "सीनाजोरी" 0 2 2 1 1 8 8 0 1
"846" 49 11 1 "का" 0 5500 25348 1 1 2 8 0 2
"847" 49 12 2 "दौर" 0 67 69 12 18 3 8 1 1
"848" 49 13 2 "चल" 0 189 469 2 4 2 13 5 0
"849" 49 14 2 "रहा" 0 823 3304 32 152 3 13 0 1
"850" 49 15 2 "है," 0.5 NA NA NA NA 3 13 0 1
"851" 49 16 2 "लोग" 0 400 1172 NA NA 3 16 0 1
"852" 49 17 1 "ही" 0 1862 1863 2 2 2 16 0 1
"853" 49 18 3 "कहेंगे" 1.5 6 3906 1 12 6 18 1 0
"854" 49 19 3 "۰۰۰" 0 NA NA NA NA 3 18 0 0
"855" 49 20 2 "अरे" 0.5 32 32 NA NA 3 20 0 0
"856" 49 21 5 "ओरिजिनल" 2 1 1 1 1 7 20 0 0
"857" 49 22 3 "۰۰۰" 0 NA NA NA NA 3 20 0 0
"858" 49 23 3 "ढूंढ़ते" 1.5 2 12 NA NA 6 23 5 0
"859" 49 24 2 "रह" 0 97 3304 1 3 2 22 0 0
"860" 49 25 3 "जाओगे" 0.5 2 7560 1 53 5 23 0 0
"861" 49 26 1 "।" 0 19415 18846 1 1871 1 23 0 0
"862" 50 1 3 "शांतनु" 1 7 7 NA NA 6 1 0 1
"863" 50 2 4 "गोयनका" 0 3 3 3 3 6 1 0 1
"864" 50 3 2 "और" 0 5122 5122 1 1 2 1 0 2
"865" 50 4 3 "तरुण" 0.5 23 23 3 3 4 1 0 1
"866" 50 5 5 "तहलियानी" 1 3 3 3 3 8 1 0 1
"867" 50 6 1 "की" 0 11321 25348 NA 2 2 1 0 2
"868" 50 7 3 "लड़ाई" 0.5 3 15 1 6 5 1 1 1
"869" 50 8 1 "भी" 0 3079 3081 NA NA 2 1 0 1
"870" 50 9 2 "कुछ" 0.5 698 1337 19 18 3 9 0 2
"871" 50 10 2 "इसी" 0 236 8126 2 NA 3 9 0 2
"872" 50 11 3 "तरह" 0 546 548 46 156 3 9 0 1
"873" 50 12 1 "की" 0 11321 25348 96 189 2 9 0 2
"874" 50 13 1 "है" 0.5 10733 14482 340 53 2 13 6 0
"875" 50 14 1 "।" 0 19415 18846 6561 8730 1 13 0 0
"876" 51 1 3 "तरुण" 0.5 23 23 NA NA 4 1 0 1
"877" 51 2 5 "तहलियानी" 1 3 3 3 3 8 1 0 1
"878" 51 3 3 "फैशन" 0.5 21 21 1 1 4 3 0 1
"879" 51 4 1 "की" 0 11321 25348 3 5 2 3 0 2
"880" 51 5 3 "दुनिया" 1.5 115 114 9 9 6 3 1 1
"881" 51 6 1 "का" 0 5500 25348 9 49 2 3 0 2
"882" 51 7 2 "जाना" 0 186 7560 3 4 4 3 1 1
"883" 51 8 2 "माना" 0 120 390 1 NA 4 3 0 1
"884" 51 9 2 "नाम" 0 265 273 NA NA 3 9 0 1
"885" 51 10 1 "है" 0.5 10733 14482 4 4 2 10 6 0
"886" 51 11 1 "।" 0 19415 18846 6561 8730 1 10 0 0
"887" 52 1 4 "इतवार" 0 NA NA NA NA 5 1 0 1
"888" 52 2 1 "को" 0 8766 25348 NA NA 2 1 0 1
"889" 52 3 4 "अचानक" 0 31 31 4 2 5 3 0 1
"890" 52 4 3 "उनका" 0 193 6262 1 3 4 4 0 2
"891" 52 5 4 "मोबाइल" 0 37 37 1 3 6 4 0 1
"892" 52 6 2 "हर" 0 172 172 1 1 2 6 0 1
"893" 52 7 3 "मिनट" 1 67 69 2 2 4 6 0 1
"894" 52 8 3 "बजने" 0.5 2 66 1 1 4 8 11 0
"895" 52 9 2 "लगा" 0 222 595 1 NA 3 8 0 0
"896" 52 10 1 "।" 0 19415 18846 20 44 1 8 0 0
"897" 53 1 2 "चोरी" 0 26 26 NA NA 4 1 0 1
"898" 53 2 2 "और" 0 5122 5122 3 3 2 2 0 2
"899" 53 3 2 "उस" 0 235 6262 13 353 2 3 0 2
"900" 53 4 2 "पर" 0 5002 7193 40 4 2 3 0 2
"901" 53 5 4 "सीनाजोरी" 0 2 2 1 NA 8 5 1 1
"902" 53 6 3 "۰۰۰" 0 NA NA NA NA 3 5 0 1
"903" 53 7 3 "लक्मे" 1 4 4 NA NA 5 7 0 1
"904" 53 8 3 "इंडिया" 1.5 85 85 4 4 6 7 0 1
"905" 53 9 3 "फैशन" 0.5 21 21 4 4 4 7 0 1
"906" 53 10 2 "वीक" 0 7 7 5 5 3 7 0 1
"907" 53 11 1 "में" 1 12692 25348 2 1 3 7 0 1
"908" 53 12 2 "इस" 0 3071 8126 109 325 2 12 0 2
"909" 53 13 2 "बार" 0 334 334 61 61 3 12 0 1
"910" 53 14 2 "कुछ" 0.5 698 1337 1 3 3 14 0 1
"911" 53 15 2 "ऐसा" 0 198 459 2 5 3 14 9 1
"912" 53 16 1 "ही" 0 1862 1863 14 32 2 14 0 1
"913" 53 17 2 "चल" 0 189 469 1 4 2 17 10 0
"914" 53 18 2 "रहा" 0 823 3304 32 152 3 17 0 0
"915" 53 19 1 "है" 0.5 10733 14482 608 1885 2 17 0 0
"916" 53 20 1 "।" 0 19415 18846 6561 8730 1 17 0 0
"917" 54 1 4 "वजह-" 0 NA NA NA NA 4 1 0 1
"918" 54 2 2 "लोगों" 0.5 767 1172 NA NA 5 2 0 1
"919" 54 3 1 "ने" 0.5 6947 12697 110 27 2 2 0 1
"920" 54 4 3 "उन्हें" 1.5 549 6262 57 285 6 4 0 1
"921" 54 5 3 "बताया" 0 816 1026 5 131 5 5 2 0
"922" 54 6 1 "कि" 1 6478 25348 655 9 2 6 0 1
"923" 54 7 3 "शांतनु" 1 7 7 2 NA 6 7 0 1
"924" 54 8 4 "गोयनका" 0 3 3 3 3 6 7 0 1
"925" 54 9 1 "ने" 0.5 6947 12697 1 NA 2 7 0 1
"926" 54 10 3 "उनके" 0.5 565 6262 27 285 4 10 0 2
"927" 54 11 4 "डिजिटल" 2 5 5 1 1 6 10 0 1
"928" 54 12 2 "प्रिंट" 4 17 17 2 2 6 10 0 1
"929" 54 13 2 "वाली" 0 352 1196 1 1 4 10 0 2
"930" 54 14 3 "टीशर्ट" 1 1 1 1 1 6 10 1 1
"931" 54 15 1 "की" 0 11321 25348 1 1 2 10 0 2
"932" 54 16 3 "नकल" 0 8 9 5 6 3 17 1 1
"933" 54 17 2 "कर" 0 2277 9800 3 3 2 17 8 0
"934" 54 18 1 "ली" 0 166 1763 52 217 2 17 0 0
"935" 54 19 1 "है" 0.5 10733 14482 41 176 2 17 0 0
"936" 54 20 1 "।" 0 19415 18846 6561 8730 1 17 0 0
"937" 55 1 2 "यहां" 0.5 319 566 NA NA 4 1 0 1
"938" 55 2 2 "हम" 0 264 643 2 2 2 2 0 1
"939" 55 3 2 "बता" 0 23 1026 2 2 3 3 1 0
"940" 55 4 1 "दें" 1 41 3918 3 10 3 3 0 0
"941" 55 5 1 "कि" 1 6478 25348 6 182 2 5 0 1
"942" 55 6 3 "शांतनु" 1 7 7 2 NA 6 6 0 1
"943" 55 7 4 "गोयनका" 0 3 3 3 3 6 6 0 1
"944" 55 8 2 "अभी" 0 276 603 1 NA 3 8 0 1
"945" 55 9 4 "उभरते" 0.5 2 22 1 NA 5 9 0 1
"946" 55 10 2 "हुए" 0.5 1245 5915 2 2 3 10 1 2
"947" 55 11 3 "फैशन" 0.5 21 21 1 1 4 11 0 1
"948" 55 12 5 "डिजाइनर" 1 16 21 4 9 7 11 0 1
"949" 55 13 1 "हैं" 1 3449 14482 1 1 3 13 5 0
"950" 55 14 2 "और" 0 5122 5122 166 592 2 14 0 1
"951" 55 15 2 "इस" 0 3071 8126 67 249 2 15 0 2
"952" 55 16 2 "बार" 0 334 334 61 61 3 15 0 1
"953" 55 17 4 "उन्होंने" 1.5 1693 6262 1 6 8 17 0 1
"954" 55 18 3 "लक्मे" 1 4 4 1 1 5 18 0 1
"955" 55 19 3 "इंडिया" 1.5 85 85 4 4 6 18 0 1
"956" 55 20 3 "फैशन" 0.5 21 21 4 4 4 18 0 1
"957" 55 21 2 "वीक" 0 7 7 5 5 3 18 0 1
"958" 55 22 1 "से" 0.5 7203 25348 1 1 2 18 0 1
"959" 55 23 3 "इसकी" 0 178 8126 4 325 4 23 0 2
"960" 55 24 4 "शुरुआत" 1 54 54 2 3 6 25 0 1
"961" 55 25 1 "की" 0 11321 25348 13 1 2 25 18 0
"962" 55 26 1 "है" 0.5 10733 14482 340 53 2 25 0 0
"963" 55 27 1 "।" 0 19415 18846 6561 8730 1 25 0 0
"964" 56 1 3 "मामला" 0 159 794 NA NA 5 1 0 1
"965" 56 2 2 "बढ़ा" 0 45 145 NA NA 3 2 0 0
"966" 56 3 1 "तो" 0 1349 1349 2 NA 2 3 0 1
"967" 56 4 3 "शांतनु" 1 7 7 1 1 6 4 0 1
"968" 56 5 1 "ने" 0.5 6947 12697 4 NA 2 4 0 1
"969" 56 6 3 "सफाई" 0 25 25 1 3 4 6 0 1
"970" 56 7 2 "पेश" 0.5 187 186 2 2 3 8 0 1
"971" 56 8 1 "की" 0 11321 25348 11 NA 2 8 8 0
"972" 56 9 1 "कि" 1 6478 25348 26 3 2 9 0 1
"973" 56 10 4 "डिजिटल" 2 5 5 1 NA 6 10 0 1
"974" 56 11 2 "प्रिंट" 4 17 17 2 2 6 10 0 1
"975" 56 12 2 "ऐसी" 0 86 8126 1 NA 3 12 0 2
"976" 56 13 4 "तकनीक" 0 44 54 1 5 5 12 0 1
"977" 56 14 2 "नहीं" 0.5 2830 NA 1 NA 4 14 0 1
"978" 56 15 1 "है" 0.5 10733 14482 512 NA 2 14 4 0
"979" 56 16 3 "जिसका" 1 37 1184 4 197 5 15 3 1
"980" 56 17 2 "कोई" 0 788 1337 1 7 3 15 0 2
"981" 56 18 5 "कॉपीराइट" 0.5 3 2 1 NA 8 15 0 1
"982" 56 19 2 "होता" 0 160 5915 1 NA 4 19 2 0
"983" 56 20 1 "हो" 0 1646 14482 1 603 2 19 0 0
"984" 56 21 1 "।" 0 19415 18846 144 8730 1 19 0 0
"985" 57 1 3 "शांतनु" 1 7 7 NA NA 6 1 0 1
"986" 57 2 1 "ने" 0.5 6947 12697 4 NA 2 1 0 1
"987" 57 3 2 "कहा" 0 3192 3906 1346 229 3 3 1 0
"988" 57 4 1 "कि" 1 6478 25348 2473 6 2 4 0 1
"989" 57 5 3 "उनके" 0.5 565 6262 54 71 4 5 0 2
"990" 57 6 2 "और" 0 5122 5122 5 15 2 5 0 3
"991" 57 7 3 "तरुण" 0.5 23 23 3 3 4 5 0 2
"992" 57 8 5 "तहलियानी" 1 3 3 3 3 8 5 0 2
"993" 57 9 1 "के" 0.5 18820 25348 1 2 2 5 0 2
"994" 57 10 2 "काम" 0 344 349 19 88 3 5 5 1
"995" 57 11 1 "में" 1 12692 25348 20 9 3 5 0 1
"996" 57 12 2 "खासा" 0 17 67 1 12 4 12 0 1
"997" 57 13 2 "फर्क" 1 4 4 1 NA 4 12 0 1
"998" 57 14 1 "है" 0.5 10733 14482 1 1 2 14 2 0
"999" 57 15 1 "।" 0 19415 18846 6561 8730 1 14 0 0
"1000" 58 1 2 "दोनों" 0.5 524 1108 NA NA 5 1 0 1
"1001" 58 2 1 "का" 0 5500 25348 6 27 2 1 0 2
"1002" 58 3 4 "स्टाइल" 0.5 1 1 1 1 6 1 1 1
"1003" 58 4 1 "ही" 0 1862 1863 1 1 2 1 0 1
"1004" 58 5 3 "अलग" 0 221 222 3 3 3 5 0 1
"1005" 58 6 1 "है" 0.5 10733 14482 14 16 2 6 2 0
"1006" 58 7 1 "।" 0 19415 18846 6561 8730 1 6 0 0
"1007" 59 1 3 "शांतनु" 1 7 7 NA NA 6 1 0 1
"1008" 59 2 1 "ने" 0.5 6947 12697 4 NA 2 1 0 1
"1009" 59 3 2 "कहा" 0 3192 3906 1346 229 3 3 1 0
"1010" 59 4 1 "कि" 1 6478 25348 2473 6 2 4 0 1
"1011" 59 5 3 "उनकी" 0 400 6262 39 71 4 5 0 2
"1012" 59 6 3 "लाइन" 0 42 52 1 2 4 5 0 1
"1013" 59 7 2 "चांदी" 0.5 11 11 NA NA 5 7 0 1
"1014" 59 8 1 "से" 0.5 7203 25348 NA 5 2 7 0 1
"1015" 59 9 2 "कढ़ी" 0 1 1 1 NA 3 9 3 0
"1016" 59 10 2 "हुई" 0.5 591 5915 1 1 3 9 0 0
"1017" 59 11 1 "है" 0.5 10733 14482 135 603 2 9 0 0
"1018" 59 12 1 "।" 0 19415 18846 6561 8730 1 9 0 0
"1019" 60 1 3 "जबकि" 1 301 341 NA NA 4 1 0 1
"1020" 60 2 3 "तरुण" 0.5 23 23 1 NA 4 2 0 1
"1021" 60 3 1 "के" 0.5 18820 25348 1 1 2 2 0 2
"1022" 60 4 2 "काम" 0 344 349 19 88 3 2 1 1
"1023" 60 5 1 "में" 1 12692 25348 20 9 3 2 0 1
"1024" 60 6 3 "कढ़ाई" 0 2 1 1 NA 4 6 0 1
"1025" 60 7 1 "के" 0.5 18820 25348 1 1 2 6 0 2
"1026" 60 8 5 "साथ-साथ" 0 NA NA NA NA 7 6 0 1
"1027" 60 9 4 "सजावट" 0 2 2 NA NA 5 9 0 1
"1028" 60 10 2 "पर" 0 5002 7193 2 NA 2 9 0 1
"1029" 60 11 3 "ज्यादा" 0.5 254 257 9 89 6 11 0 2
"1030" 60 12 2 "जोर" 0 78 82 3 3 3 12 0 1
"1031" 60 13 2 "दिया" 1 1306 3918 20 55 4 13 28 0
"1032" 60 14 2 "गया" 0 1961 7560 230 794 3 13 0 0
"1033" 60 15 1 "है" 0.5 10733 14482 852 1903 2 13 0 0
"1034" 60 16 1 "।" 0 19415 18846 6561 8730 1 13 0 0
"1035" 61 1 3 "तरुण" 0.5 23 23 NA NA 4 1 0 1
"1036" 61 2 1 "ने" 0.5 6947 12697 1 NA 2 1 0 1
"1037" 61 3 2 "इस" 0 3071 8126 208 337 2 3 0 2
"1038" 61 4 2 "बात" 0 616 672 181 235 3 3 0 1
"1039" 61 5 1 "को" 0 8766 25348 26 106 2 3 0 1
"1040" 61 6 2 "इस" 0 3071 8126 144 325 2 6 0 2
"1041" 61 7 3 "तरह" 0 546 548 112 156 3 6 0 1
"1042" 61 8 2 "पेश" 0.5 187 186 3 3 3 8 9 1
"1043" 61 9 3 "किया:" 1 NA NA NA NA 5 8 0 0
"1044" 61 10 2 "कुछ" 0.5 698 1337 NA NA 3 10 0 2
"1045" 61 11 2 "लोगों" 0.5 767 1172 15 NA 5 10 0 1
"1046" 61 12 1 "ने" 0.5 6947 12697 110 27 2 10 0 1
"1047" 61 13 2 "मुझे" 1 115 558 5 13 4 13 0 1
"1048" 61 14 3 "बताया" 0 816 1026 1 2 5 14 2 0
"1049" 61 15 1 "कि" 1 6478 25348 655 9 2 15 0 1
"1050" 61 16 3 "हमारा" 0 35 643 4 9 5 16 0 2
"1051" 61 17 2 "काम" 0 344 349 1 2 3 16 0 1
"1052" 61 18 2 "काफी" 0 257 265 1 1 4 18 0 1
"1053" 61 19 3 "मिलता" 1 27 938 1 1 5 18 1 0
"1054" 61 20 3 "जुलता" 0.5 2 4 1 2 5 18 0 0
"1055" 61 21 1 "है" 0.5 10733 14482 1 1 2 18 0 0
"1056" 61 22 1 "।" 0 19415 18846 6561 8730 1 18 0 0
"1057" 62 1 3 "लेकिन" 1.5 859 859 NA NA 5 1 0 1
"1058" 62 2 3 "शांतनु" 1 7 7 1 1 6 2 0 1
"1059" 62 3 1 "ने" 0.5 6947 12697 4 NA 2 2 0 1
"1060" 62 4 4 "विजुअल" 1.5 2 2 1 NA 6 6 0 1
"1061" 62 5 3 "प्रिंटिंग" 5.5 1 1 1 1 9 6 0 1
"1062" 62 6 1 "की" 0 11321 25348 1 NA 2 6 3 2
"1063" 62 7 1 "है" 0.5 10733 14482 340 53 2 6 0 1
"1064" 62 8 1 "।" 0 19415 18846 6561 8730 1 6 0 1
"1065" 63 1 2 "यह" 0 1750 8126 NA NA 2 1 0 1
"1066" 63 2 4 "कारीगरी" 0 2 2 NA 1 7 1 0 1
"1067" 63 3 2 "पूरी" 0.5 241 566 NA NA 4 3 0 2
"1068" 63 4 3 "दुनिया" 1.5 115 114 8 8 6 3 0 1
"1069" 63 5 1 "में" 1 12692 25348 22 49 3 3 0 1
"1070" 63 6 2 "चल" 0 189 469 16 5 2 6 4 0
"1071" 63 7 2 "रही" 0 848 3304 84 152 3 6 0 0
"1072" 63 8 1 "है" 0.5 10733 14482 445 1885 2 6 0 0
"1073" 63 9 2 "और" 0 5122 5122 417 592 2 9 0 1
"1074" 63 10 3 "इसका" 0 197 8126 15 249 4 10 0 2
"1075" 63 11 2 "कोई" 0 788 1337 6 42 3 10 0 2
"1076" 63 12 3 "पेटेंट" 1.5 2 2 1 1 6 10 1 1
"1077" 63 13 2 "नहीं" 0.5 2830 NA 1 NA 4 13 0 1
"1078" 63 14 1 "हो" 0 1646 14482 105 NA 2 13 1 0
"1079" 63 15 3 "सकता" 0 358 1070 59 NA 4 13 0 0
"1080" 63 16 1 "।" 0 19415 18846 50 297 1 13 0 0
"1081" 64 1 2 "सो," 0 NA NA NA NA 3 1 0 1
"1082" 64 2 4 "उन्होंने" 1.5 1693 6262 NA NA 8 2 0 1
"1083" 64 3 1 "भी" 0 3079 3081 7 58 2 2 0 1
"1084" 64 4 2 "बाद" 0 1294 1294 2 2 3 4 0 1
"1085" 64 5 4 "दोपहर" 0 61 61 2 2 5 4 0 1
"1086" 64 6 2 "एक" 0 2107 2116 1 1 2 6 0 2
"1087" 64 7 5 "प्रेसकांफ्रेंस" 4 3 3 1 1 14 6 0 1
"1088" 64 8 3 "बुलाई" 0.5 27 102 2 2 5 8 7 0
"1089" 64 9 2 "और" 0 5122 5122 4 6 2 9 0 1
"1090" 64 10 5 "साफ-साफ" 0 NA NA NA NA 7 10 0 1
"1091" 64 11 3 "कहाः" 0 NA NA NA NA 4 11 0 0
"1092" 64 12 2 "हां," 0.5 NA NA NA NA 4 12 0 0
"1093" 64 13 2 "मैंने" 1.5 51 558 NA NA 5 13 0 1
"1094" 64 14 2 "इस" 0 3071 8126 4 29 2 14 0 2
"1095" 64 15 3 "कपड़े" 1 15 48 NA NA 5 14 0 1
"1096" 64 16 1 "को" 0 8766 25348 NA 1 2 14 0 1
"1097" 64 17 2 "खुद" 0.5 138 138 7 1 3 17 0 1
"1098" 64 18 4 "डिजाइन" 1 13 16 1 1 6 18 0 1
"1099" 64 19 2 "नहीं" 0.5 2830 NA 1 NA 4 19 0 1
"1100" 64 20 2 "किया" 1 1984 9800 139 NA 4 19 13 0
"1101" 64 21 1 "है" 0.5 10733 14482 380 1003 2 19 0 0
"1102" 64 22 1 "।" 0 19415 18846 6561 8730 1 19 0 0
"1103" 65 1 3 "फैशन" 0.5 21 21 NA NA 4 1 0 1
"1104" 65 2 5 "डिजाइनरों" 1.5 5 21 5 9 9 1 0 1
"1105" 65 3 1 "का" 0 5500 25348 2 3 2 1 0 2
"1106" 65 4 3 "कहना" 0 394 3906 293 303 4 4 1 1
"1107" 65 5 1 "है" 0.5 10733 14482 329 686 2 5 0 0
"1108" 65 6 1 "कि" 1 6478 25348 1852 1 2 6 0 1
"1109" 65 7 3 "सबसे" 0.5 228 224 5 80 4 7 0 1
"1110" 65 8 3 "ज्यादा" 0.5 254 257 26 27 6 7 0 1
"1111" 65 9 3 "नकल" 0 8 9 1 1 3 7 0 1
"1112" 65 10 1 "या" 0 347 347 1 1 2 7 0 2
"1113" 65 11 2 "चोरी" 0 26 26 1 1 4 7 0 1
"1114" 65 12 4 "मोनोपली" 0 1 1 1 1 7 12 0 1
"1115" 65 13 4 "डिजाइन" 1 13 16 1 1 6 12 0 1
"1116" 65 14 1 "की" 0 11321 25348 2 4 2 12 0 2
"1117" 65 15 2 "होती" 0 126 5915 2 11 4 15 3 1
"1118" 65 16 1 "है" 0.5 10733 14482 68 603 2 15 0 0
"1119" 65 17 1 "।" 0 19415 18846 6561 8730 1 15 0 0
"1120" 66 1 4 "दिग्गज" 1.5 8 11 NA NA 6 1 0 1
"1121" 66 2 5 "डिजाइनर" 1 16 21 1 1 7 1 0 1
"1122" 66 3 2 "इन" 0 541 8126 1 1 2 3 0 2
"1123" 66 4 2 "बातों" 0.5 21 672 6 235 5 3 0 1
"1124" 66 5 1 "को" 0 8766 25348 11 106 2 3 0 1
"1125" 66 6 3 "बखूबी" 0.5 4 4 3 NA 5 6 0 1
"1126" 66 7 3 "जानते" 0.5 22 197 1 1 5 6 6 0
"1127" 66 8 1 "हैं" 1 3449 14482 14 29 3 6 0 0
"1128" 66 9 4 "इसलिए" 1 194 182 1 9 5 9 0 1
"1129" 66 10 2 "कई" 0 447 449 1 1 2 10 0 2
"1130" 66 11 2 "बार" 0 334 334 30 30 3 10 0 1
"1131" 66 12 3 "ध्यान" 0.5 128 132 1 1 5 12 0 1
"1132" 66 13 2 "नहीं" 0.5 2830 NA 9 NA 4 13 0 1
"1133" 66 14 2 "देते" 1 180 3918 6 NA 4 13 3 0
"1134" 66 15 1 "हैं" 1 3449 14482 35 604 3 13 0 0
"1135" 66 16 1 "।" 0 19415 18846 2296 8730 1 13 0 0
"1136" 67 1 2 "दिल्ली" 2.5 505 507 NA NA 6 1 0 1
"1137" 67 2 3 "मीडिया" 1 100 100 NA NA 6 2 0 1
"1138" 67 3 1 "का" 0 5500 25348 3 17 2 2 0 2
"1139" 67 4 7 "मक्का-मदीना" 0.5 NA NA NA NA 11 2 1 1
"1140" 67 5 1 "है" 0.5 10733 14482 NA NA 2 5 3 0
"1141" 67 6 1 "।" 0 19415 18846 6561 8730 1 5 0 0
"1142" 68 1 4 "इसलिए" 1 194 182 NA NA 5 1 0 1
