"item" "roi" "syll_len" "word_lex" "word_complex" "word_freq" "type_freq" "word_bifreq" "type_bifreq" "word_len" "PB" "IC" "SC"
"377" 21 20 1 "तो" 0 1349 1349 17 80 2 20 1 1
"378" 21 21 2 "आप" 0 132 250 4 9 2 21 0 1
"379" 21 22 3 "किसका" 1 5 1337 1 2 5 22 0 2
"380" 21 23 2 "नाम" 0 265 273 1 NA 3 22 0 1
"381" 21 24 2 "लेना" 0.5 48 1763 2 18 4 24 0 1
"382" 21 25 3 "चाहेंगी" 1 1 343 1 6 7 25 3 0
"383" 21 26 1 "।" 0 19415 18846 NA 39 1 25 0 0
"384" 22 1 2 "तब" 0 120 121 NA NA 2 1 0 1
"385" 22 2 2 "मैंने" 1.5 51 558 2 2 5 2 0 1
"386" 22 3 3 "अपना" 0 210 1621 1 24 4 3 0 2
"387" 22 4 2 "नाम" 0 265 273 8 9 3 3 0 1
"388" 22 5 3 "लिया," 1 NA NA NA NA 5 5 5 0
"389" 22 6 2 "किसी" 1 550 1337 NA NA 4 6 0 2
"390" 22 7 2 "और" 0 5122 5122 11 17 2 6 0 2
"391" 22 8 1 "का" 0 5500 25348 3 4 2 6 0 2
"392" 22 9 2 "नाम" 0 265 273 64 162 3 6 1 1
"393" 22 10 2 "नहीं" 0.5 2830 NA 9 NA 4 10 0 1
"394" 22 11 1 "ले" 0.5 237 1763 19 NA 2 10 1 0
"395" 22 12 2 "पाई" 0 53 374 2 2 3 10 0 0
"396" 22 13 1 "।" 0 19415 18846 10 84 1 10 0 0
"397" 23 1 4 "उन्होंने" 1.5 1693 6262 NA NA 8 1 0 1
"398" 23 2 2 "कहा" 0 3192 3906 874 953 3 2 0 0
"399" 23 3 1 "कि" 1 6478 25348 2473 6 2 3 0 1
"400" 23 4 2 "वह" 0 835 6262 253 71 2 4 0 1
"401" 23 5 3 "अपने" 0.5 826 1621 28 144 4 5 0 1
"402" 23 6 2 "ड्रेस" 1.5 1 1 1 1 5 5 0 1
"403" 23 7 5 "डिजाइनर" 1 16 21 1 1 7 5 1 1
"404" 23 8 2 "दिल्ली" 2.5 505 507 1 1 6 8 0 1
"405" 23 9 1 "के" 0.5 18820 25348 45 64 2 8 0 2
"406" 23 10 3 "हेमेंद्र" 2.5 1 1 1 1 8 8 1 1
"407" 23 11 4 "लालवानी" 0 1 1 1 1 7 8 0 1
"408" 23 12 1 "व" 0 968 968 1 1 1 8 0 2
"409" 23 13 3 "नंदिता" 1.5 5 5 1 1 6 8 0 1
"410" 23 14 2 "राय" 0 94 94 1 1 3 8 0 1
"411" 23 15 2 "और" 0 5122 5122 5 5 2 15 0 2
"412" 23 16 3 "मुंबई" 1 196 196 13 13 5 16 0 1
"413" 23 17 1 "के" 0.5 18820 25348 29 33 2 16 0 2
"414" 23 18 3 "लॅसेल" 1 1 1 1 1 5 16 1 1
"415" 23 19 1 "को" 0 8766 25348 1 NA 2 16 0 1
"416" 23 20 5 "धन्यवाद" 0.5 9 9 4 NA 7 20 0 1
"417" 23 21 2 "देना" 0.5 112 3918 2 4 4 21 2 1
"418" 23 22 3 "चाहती" 0 88 343 6 15 5 22 17 0
"419" 23 23 1 "हैं" 1 3449 14482 14 214 3 23 0 0
"420" 23 24 1 "।" 0 19415 18846 2296 8730 1 23 0 0
"421" 24 1 3 "सोनल" 0 9 9 NA NA 4 1 0 1
"422" 24 2 1 "के" 0.5 18820 25348 1 1 2 1 0 2
"423" 24 3 2 "पिता" 1 45 52 16 16 4 1 1 1
"424" 24 4 4 "रघुराज" 0.5 2 2 1 1 6 4 0 1
"425" 24 5 2 "सिंह" 1.5 1009 1007 1 1 4 4 0 1
"426" 24 6 3 "चौहान" 0 15 16 6 5 5 4 2 1
"427" 24 7 3 "पुलिस" 1.5 805 805 1 1 5 7 0 1
"428" 24 8 6 "इंसपेक्टर" 1.5 1 1 1 1 9 7 0 1
"429" 24 9 1 "हैं" 1 3449 14482 1 1 3 9 2 0
"430" 24 10 2 "और" 0 5122 5122 166 592 2 10 0 1
"431" 24 11 7 "सेक्टर-14" 1 NA NA NA NA 9 11 0 1
"432" 24 12 1 "में" 1 12692 25348 NA NA 3 11 0 1
"433" 24 13 4 "परिवार" 1 198 209 6 20 6 13 0 1
"434" 24 14 1 "के" 0.5 18820 25348 53 81 2 13 0 2
"435" 24 15 2 "साथ" 0 1188 1190 757 21 3 13 0 1
"436" 24 16 3 "रहते" 0.5 63 3304 1 14 4 16 11 0
"437" 24 17 1 "हैं" 1 3449 14482 39 1885 3 16 0 0
"438" 24 18 1 "।" 0 19415 18846 2296 8730 1 16 0 0
"439" 25 1 4 "उन्होंने" 1.5 1693 6262 NA NA 8 1 0 1
"440" 25 2 3 "बताया" 0 816 1026 113 131 5 2 0 0
"441" 25 3 1 "कि" 1 6478 25348 655 9 2 3 0 1
"442" 25 4 2 "दिल्ली" 2.5 505 507 21 5 6 4 0 1
"443" 25 5 1 "के" 0.5 18820 25348 45 64 2 4 0 2
"444" 25 6 2 "गार्गी" 2 2 2 1 2 6 4 0 1
"445" 25 7 3 "कॉलेज" 1 44 57 1 1 5 4 2 1
"446" 25 8 1 "में" 1 12692 25348 8 17 3 4 0 1
"447" 25 9 3 "दाखिला" 1 11 15 5 4 6 9 1 1
"448" 25 10 2 "लेने" 1 212 1763 3 6 4 10 0 1
"449" 25 11 1 "के" 0.5 18820 25348 65 69 2 10 0 2
"450" 25 12 2 "बाद" 0 1294 1294 861 2 3 10 0 1
"451" 25 13 2 "किसी" 1 550 1337 4 6 4 13 0 1
"452" 25 14 1 "ने" 0.5 6947 12697 17 1 2 13 0 1
"453" 25 15 3 "सोनल" 0 9 9 1 NA 4 15 0 1
"454" 25 16 1 "को" 0 8766 25348 1 1 2 15 0 1
"455" 25 17 2 "ताना" 0 1 1 NA NA 4 17 0 0
"456" 25 18 2 "दिया" 1 1306 3918 NA NA 4 18 13 0
"457" 25 19 1 "कि" 1 6478 25348 59 182 2 19 0 1
"458" 25 20 2 "मिस" 1 14 14 1 NA 3 20 0 1
"459" 25 21 3 "इंडिया" 1.5 85 85 1 1 6 20 0 1
"460" 25 22 3 "बनने" 0.5 50 450 1 1 4 22 0 1
"461" 25 23 1 "के" 0.5 18820 25348 15 15 2 22 0 2
"462" 25 24 2 "लिए" 1 2612 2527 2346 1 3 22 0 1
"463" 25 25 2 "आई" 0 119 1109 1 7 2 25 2 0
"464" 25 26 1 "है" 0.5 10733 14482 36 181 2 25 0 0
"465" 25 27 1 "।" 0 19415 18846 6561 8730 1 25 0 0
"466" 26 1 2 "उसी" 0 60 8126 NA NA 3 1 0 2
"467" 26 2 2 "ताने" 0.5 1 4 NA NA 4 1 0 1
"468" 26 3 1 "ने" 0.5 6947 12697 NA NA 2 1 0 1
"469" 26 4 2 "आज" 0 331 331 56 27 2 4 0 1
"470" 26 5 2 "उसे" 0.5 253 6262 1 5 3 5 0 1
"471" 26 6 2 "यहां" 0.5 319 566 1 16 4 6 0 1
"472" 26 7 2 "तक" 0 1014 1015 28 35 2 6 0 1
"473" 26 8 3 "पहुंचा" 1 48 354 1 25 6 8 11 0
"474" 26 9 2 "दिया" 1 1306 3918 3 3 4 8 0 0
"475" 26 10 1 "।" 0 19415 18846 365 774 1 8 0 0
"476" 27 1 4 "उन्होंने" 1.5 1693 6262 NA NA 8 1 0 1
"477" 27 2 2 "कहा" 0 3192 3906 874 953 3 2 0 0
"478" 27 3 1 "कि" 1 6478 25348 2473 6 2 3 0 1
"479" 27 4 2 "शुरू" 1 385 386 1 6 4 4 0 1
"480" 27 5 1 "में" 1 12692 25348 7 NA 3 4 0 1
"481" 27 6 1 "तो" 0 1349 1349 31 14 2 4 0 1
"482" 27 7 2 "वह" 0 835 6262 34 172 2 7 0 1
"483" 27 8 3 "इसके" 0.5 801 8126 5 296 4 8 0 2
"484" 27 9 2 "लिए" 1 2612 2527 133 130 3 8 0 1
"485" 27 10 3 "तैयार" 0.5 269 269 47 47 5 10 0 1
"486" 27 11 2 "नहीं" 0.5 2830 NA 26 NA 4 11 0 1
"487" 27 12 1 "थे" 0.5 793 3255 25 NA 2 11 15 0
"488" 27 13 1 "कि" 1 6478 25348 29 1 2 13 0 1
"489" 27 14 2 "बेटी" 0.5 102 106 1 14 4 14 0 1
"490" 27 15 2 "इन" 0 541 8126 1 1 2 15 0 2
"491" 27 16 4 "मुक़ाबलो" 1 NA NA NA NA 8 15 0 1
"492" 27 17 1 "में" 1 12692 25348 NA NA 3 15 0 1
"493" 27 18 3 "हिस्सा" 1.5 103 188 32 26 6 18 0 1
"494" 27 19 1 "ले" 0.5 237 1763 2 49 2 19 6 0
"495" 27 20 1 "।" 0 19415 18846 4 219 1 19 0 0
"496" 28 1 4 "लेकिन," 1.5 NA NA NA NA 6 1 0 1
"497" 28 2 3 "उसके" 0.5 260 6262 NA NA 4 2 0 2
"498" 28 3 4 "मज़बूत" 1 NA NA NA NA 6 2 0 1
"499" 28 4 3 "इरादों" 0.5 2 22 NA NA 6 2 1 1
"500" 28 5 1 "के" 0.5 18820 25348 NA 1 2 2 0 2
"501" 28 6 2 "आगे" 0.5 174 173 17 2 3 2 0 1
"502" 28 7 3 "उन्हें" 1.5 549 6262 2 3 6 7 0 1
"503" 28 8 3 "झुकना" 0.5 3 9 1 1 5 8 0 1
"504" 28 9 2 "पड़ा" 0 120 234 2 1 3 8 12 0
"505" 28 10 1 "।" 0 19415 18846 62 92 1 8 0 0
"506" 29 1 2 "वह" 0 835 6262 NA NA 2 1 0 1
"507" 29 2 2 "शुरू" 1 385 386 1 1 4 2 0 1
"508" 29 3 1 "से" 0.5 7203 25348 4 NA 2 2 0 1
"509" 29 4 1 "ही" 0 1862 1863 91 59 2 2 0 1
"510" 29 5 3 "दूसरे" 1 193 2116 1 23 5 5 0 1
"511" 29 6 3 "बच्चों" 1 118 194 NA 8 6 5 0 1
"512" 29 7 1 "से" 0.5 7203 25348 5 60 2 5 0 1
"513" 29 8 3 "अलग" 0 221 222 32 8 3 8 0 1
"514" 29 9 1 "थी" 0 888 3255 3 3 2 9 15 0
"515" 29 10 1 "।" 0 19415 18846 579 2058 1 9 0 0
"516" 30 1 2 "कई" 0 447 449 NA NA 2 1 0 2
"517" 30 2 5 "इशतेहारों" 1 NA NA NA NA 9 1 0 1
"518" 30 3 1 "में" 1 12692 25348 NA NA 3 1 0 1
"519" 30 4 4 "मॉडलिंग" 2 6 6 1 NA 7 4 1 1
"520" 30 5 2 "कर" 0 2277 9800 1 1 2 5 0 1
"521" 30 6 2 "चुकी" 0.5 100 344 19 60 4 5 0 2
"522" 30 7 3 "सोनल" 0 9 9 1 1 4 7 0 1
"523" 30 8 1 "ने" 0.5 6947 12697 5 NA 2 7 0 1
"524" 30 9 2 "बीती" 0 5 32 2 2 4 9 0 1
"525" 30 10 2 "रात" 0 177 182 4 3 3 9 0 1
"526" 30 11 2 "जब" 0 340 341 1 1 2 11 0 2
"527" 30 12 2 "खुद" 0.5 138 138 3 3 3 12 0 2
"528" 30 13 2 "फोन" 0 81 86 2 2 3 14 0 2
"529" 30 14 2 "कर" 0 2277 9800 6 11 2 14 6 2
"530" 30 15 2 "घर" 0 223 273 1 2 2 15 0 2
"531" 30 16 2 "वालों" 0.5 83 1196 4 10 5 15 0 2
"532" 30 17 1 "को" 0 8766 25348 21 30 2 15 0 2
"533" 30 18 3 "बताया" 0 816 1026 91 1 5 18 14 1
"534" 30 19 1 "कि" 1 6478 25348 655 9 2 19 0 2
"535" 30 20 2 "उसे" 0.5 253 6262 16 71 3 20 0 2
"536" 30 21 3 "विजेता" 1.5 16 18 1 1 6 21 0 2
"537" 30 22 2 "चुना" 0.5 28 64 1 2 4 22 1 1
"538" 30 23 2 "गया" 0 1961 7560 9 24 3 22 0 1
"539" 30 24 1 "है" 0.5 10733 14482 852 1903 2 22 0 1
"540" 30 25 1 "।" 0 19415 18846 6561 8730 1 22 0 1
"541" 31 1 1 "तो" 0 1349 1349 NA NA 2 1 0 1
"542" 31 2 2 "पूरे" 1 133 566 2 7 4 2 0 2
"543" 31 3 2 "घर" 0 223 273 1 2 2 2 0 1
"544" 31 4 1 "में" 1 12692 25348 33 27 3 2 0 1
"545" 31 5 2 "खुशी" 0.5 55 58 6 9 4 5 0 1
"546" 31 6 1 "की" 0 11321 25348 3 9 2 5 0 2
"547" 31 7 3 "लहर" 0 11 45 5 6 3 5 1 1
"548" 31 8 2 "दौड़" 0 13 19 5 3 3 8 10 0
"549" 31 9 2 "गई" 0 1045 7560 4 2 2 8 0 0
"550" 31 10 2 "और" 0 5122 5122 25 152 2 10 0 1
"551" 31 11 3 "पटाखे" 0.5 5 5 1 1 5 11 0 1
"552" 31 12 2 "छोड़े" 0.5 10 89 1 NA 4 12 1 0
"553" 31 13 2 "गए" 0 960 7560 2 7 2 12 0 0
"554" 31 14 1 "।" 0 19415 18846 268 1871 1 12 0 0
"555" 32 1 3 "नोएडा" 0 15 15 NA NA 5 1 0 1
"556" 32 2 1 "से" 0.5 7203 25348 2 3 2 1 0 1
"557" 32 3 3 "अपने" 0.5 826 1621 18 46 4 3 0 2
"558" 32 4 4 "मॉडलिंग" 2 6 6 1 1 7 3 0 1
"559" 32 5 1 "का" 0 5500 25348 1 2 2 3 0 2
"560" 32 6 3 "सफर" 0 14 16 3 4 3 3 1 1
"561" 32 7 2 "शुरू" 1 385 386 2 2 4 7 0 1
"562" 32 8 3 "करने" 0.5 1730 9800 30 198 4 8 7 1
"563" 32 9 2 "वाली" 0 352 1196 41 177 4 8 0 2
"564" 32 10 3 "सोनल" 0 9 9 2 1 4 10 1 1
"565" 32 11 1 "ने" 0.5 6947 12697 5 NA 2 10 0 1
"566" 32 12 4 "सनीचर" 0 NA NA NA NA 5 12 0 1
"567" 32 13 1 "को" 0 8766 25348 NA NA 2 12 0 1
"568" 32 14 2 "33" 0 1 1 NA NA 2 14 0 1
"569" 32 15 2 "देशों" 1 250 714 NA NA 5 14 0 1
"570" 32 16 1 "की" 0 11321 25348 24 275 2 14 0 2
"571" 32 17 4 "लड़कियों" 2 3 35 NA NA 8 14 1 1
"572" 32 18 1 "को" 0 8766 25348 NA 12 2 14 0 1
"573" 32 19 4 "पछाड़ते" 0.5 1 1 1 NA 6 19 1 1
"574" 32 20 2 "हुए" 0.5 1245 5915 1 1 3 19 0 1
"575" 32 21 2 "मिस" 1 14 14 1 1 3 21 0 1
"576" 32 22 4 "टूरिज्म" 2 4 4 1 1 7 21 0 1
"577" 32 23 1 "का" 0 5500 25348 NA NA 2 21 0 2
"578" 32 24 3 "खिताब" 1 4 4 1 1 5 21 1 1
"579" 32 25 3 "हासिल" 1 88 88 1 1 5 25 30 0
"580" 32 26 2 "किया" 1 1984 9800 8 68 4 25 0 0
"581" 32 27 1 "।" 0 19415 18846 309 1049 1 25 0 0
"582" 33 1 2 "यह" 0 1750 8126 NA NA 2 1 0 1
"583" 33 2 3 "खिताब" 1 4 4 1 1 5 1 0 1
"584" 33 3 2 "पाने" 0.5 58 374 1 1 4 3 0 1
"585" 33 4 2 "वाली" 0 352 1196 1 13 4 3 0 2
"586" 33 5 3 "सोनल" 0 9 9 2 1 4 5 1 1
"587" 33 6 2 "देश" 0.5 463 714 1 1 3 6 0 1
"588" 33 7 1 "की" 0 11321 25348 60 275 2 6 0 2
"589" 33 8 3 "पहली" 0 108 260 17 55 4 6 0 2
"590" 33 9 3 "लड़की" 0 29 57 1 NA 4 6 2 1
"591" 33 10 1 "है" 0.5 10733 14482 3 2 2 10 4 0
"592" 33 11 1 "।" 0 19415 18846 6561 8730 1 10 0 0
"593" 34 1 2 "यह" 0 1750 8126 NA NA 2 1 0 1
"594" 34 2 4 "मुक़ाबला" 1 NA NA NA NA 8 1 0 1
"595" 34 3 5 "मलयेशिया" 1.5 NA NA NA NA 8 3 0 1
"596" 34 4 1 "में" 1 12692 25348 NA NA 3 3 0 1
"597" 34 5 2 "हुआ" 0.5 434 5915 9 11 3 5 3 0
"598" 34 6 1 "।" 0 19415 18846 91 886 1 5 0 0
"599" 35 1 5 "मलयेशिया" 1.5 NA NA NA NA 8 1 0 1
"600" 35 2 1 "से" 0.5 7203 25348 NA NA 2 1 0 1
"601" 35 3 2 "फोन" 0 81 86 5 7 3 3 0 1
"602" 35 4 2 "पर" 0 5002 7193 16 6 2 3 0 1
"603" 35 5 3 "सोनल" 0 9 9 1 NA 4 5 0 1
"604" 35 6 1 "ने" 0.5 6947 12697 5 NA 2 5 0 1
"605" 35 7 3 "अमर" 0 62 62 3 3 3 7 0 1
"606" 35 8 3 "उजाला" 0 43 44 43 43 5 7 0 1
"607" 35 9 1 "से" 0.5 7203 25348 6 4 2 7 0 1
"608" 35 10 2 "खास" 0 62 67 3 12 3 10 0 1
"609" 35 11 4 "बातचीत" 0 289 548 2 NA 6 10 2 1
"610" 35 12 1 "में" 1 12692 25348 59 189 3 10 0 1
"611" 35 13 2 "कहा" 0 3192 3906 223 303 3 13 28 0
"612" 35 14 1 "कि" 1 6478 25348 2473 6 2 14 0 1
"613" 35 15 6 "नोएडावासियों" 1.5 1 1 1 NA 12 15 0 1
"614" 35 16 1 "के" 0.5 18820 25348 1 1 2 15 0 2
"615" 35 17 3 "प्यार" 0.5 21 21 1 1 5 15 1 1
"616" 35 18 1 "की" 0 11321 25348 2 5 2 15 0 2
"617" 35 19 3 "वजह" 0 182 184 108 106 3 15 0 1
"618" 35 20 1 "से" 0.5 7203 25348 126 NA 2 15 0 1
"619" 35 21 1 "ही" 0 1862 1863 91 59 2 15 0 1
"620" 35 22 1 "मैं" 1 198 558 2 6 3 22 0 1
"621" 35 23 2 "यहां" 0.5 319 566 2 3 4 23 0 1
"622" 35 24 2 "तक" 0 1014 1015 28 35 2 24 0 1
"623" 35 25 3 "पहुंची" 1 36 354 1 25 6 25 9 0
"624" 35 26 1 "हूं" 1 143 14482 1 22 3 25 0 0
"625" 35 27 1 "।" 0 19415 18846 79 8730 1 25 0 0
"626" 36 1 5 "मलयेशिया" 1.5 NA NA NA NA 8 1 0 1
"627" 36 2 1 "के" 0.5 18820 25348 NA NA 2 1 0 2
"628" 36 3 3 "कुचिंग" 2 1 1 1 1 6 1 0 2
"629" 36 4 3 "शहर" 0 136 176 1 1 3 1 2 1
"630" 36 5 1 "में" 1 12692 25348 40 39 3 1 0 1
"631" 36 6 1 "9" 0 12 12 3 3 1 6 0 1
"632" 36 7 1 "से" 0.5 7203 25348 NA NA 2 6 0 2
"633" 36 8 2 "23" 0 6 6 1 NA 2 8 0 2
"634" 36 9 3 "जुलाई" 0.5 72 72 1 1 5 8 1 2
"635" 36 10 2 "तक" 0 1014 1015 8 8 2 8 0 1
"636" 36 11 2 "यह" 0 1750 8126 12 42 2 11 0 1
"637" 36 12 4 "मुक़ाबला" 1 NA NA NA NA 8 11 0 1
"638" 36 13 2 "चला" 0 88 469 NA NA 3 13 11 0
"639" 36 14 1 "।" 0 19415 18846 9 32 1 13 0 0
"640" 37 1 4 "मुक़ाबले" 1.5 NA NA NA NA 8 1 0 1
"641" 37 2 1 "के" 0.5 18820 25348 NA NA 2 1 0 2
"642" 37 3 2 "बाद" 0 1294 1294 861 2 3 1 0 1
"643" 37 4 3 "सोनल" 0 9 9 1 1 4 4 0 1
"644" 37 5 1 "ने" 0.5 6947 12697 5 NA 2 4 0 1
"645" 37 6 3 "बताया" 0 816 1026 405 29 5 6 5 0
"646" 37 7 1 "कि" 1 6478 25348 655 9 2 7 0 1
"647" 37 8 3 "विजेता" 1.5 16 18 1 NA 6 8 0 1
"648" 37 9 1 "के" 0.5 18820 25348 1 NA 2 8 0 2
"649" 37 10 2 "रूप" 0.5 400 402 155 7 3 8 1 1
"650" 37 11 1 "में" 1 12692 25348 169 NA 3 8 0 1
"651" 37 12 2 "जब" 0 340 341 19 NA 2 12 0 2
"652" 37 13 3 "उसका" 0 89 6262 1 45 4 13 0 3
"653" 37 14 2 "नाम" 0 265 273 1 10 3 13 0 2
"654" 37 15 3 "पुकारा" 0.5 1 2 1 1 6 15 6 1
"655" 37 16 2 "गया" 0 1961 7560 1 1 3 15 0 1
"656" 37 17 1 "तो" 0 1349 1349 19 80 2 17 4 1
"657" 37 18 2 "उसे" 0.5 253 6262 14 172 3 18 0 1
"658" 37 19 2 "कुछ" 0.5 698 1337 3 65 3 19 0 1
"659" 37 20 2 "देर" 0.5 103 103 11 NA 3 19 0 1
"660" 37 21 2 "तक" 0 1014 1015 6 6 2 19 0 1
"661" 37 22 2 "खुद" 0.5 138 138 2 2 3 22 0 1
"662" 37 23 2 "पर" 0 5002 7193 2 NA 2 22 0 1
"663" 37 24 3 "भरोसा" 0 46 56 8 NA 5 24 0 1
"664" 37 25 2 "नहीं" 0.5 2830 NA 4 NA 4 24 0 1
"665" 37 26 2 "हुआ" 0.5 434 5915 61 NA 3 24 23 0
"666" 37 27 1 "।" 0 19415 18846 91 886 1 24 0 0
"667" 38 1 3 "क्योंकि" 2 164 164 NA NA 7 1 0 1
"668" 38 2 2 "वह" 0 835 6262 11 26 2 2 0 1
"669" 38 3 4 "मानकर" 0 10 390 1 20 5 3 0 1
"670" 38 4 2 "चल" 0 189 469 1 1 2 4 1 0
"671" 38 5 2 "रही" 0 848 3304 84 152 3 4 0 0
"672" 38 6 1 "थी" 0 888 3255 71 306 2 4 0 0
"673" 38 7 1 "कि" 1 6478 25348 66 1 2 7 3 1
"674" 38 8 2 "यह" 0 1750 8126 163 325 2 8 0 1
"675" 38 9 4 "मुक़ाबला" 1 NA NA NA NA 8 8 0 1
"676" 38 10 3 "फिक्स" 1.5 1 1 NA NA 5 10 0 1
"677" 38 11 1 "है" 0.5 10733 14482 1 1 2 10 1 0
"678" 38 12 1 "।" 0 19415 18846 6561 8730 1 10 0 0
"679" 39 1 4 "मुक़ाबले" 1.5 NA NA NA NA 8 1 0 1
"680" 39 2 1 "में" 1 12692 25348 NA NA 3 1 0 1
"681" 39 3 2 "34" 0 2 2 NA NA 2 3 0 1
"682" 39 4 2 "देशों" 1 250 714 NA NA 5 3 0 1
"683" 39 5 1 "की" 0 11321 25348 24 275 2 3 0 2
"684" 39 6 4 "लड़कियों" 2 3 35 NA NA 8 3 1 1
"685" 39 7 1 "ने" 0.5 6947 12697 NA NA 2 3 0 1
"686" 39 8 2 "भाग" 0 76 114 5 22 3 8 0 1
"687" 39 9 2 "लिया" 1 404 1763 7 36 4 9 8 0
"688" 39 10 1 "था" 0 1470 3255 37 64 2 9 0 0
"689" 39 11 1 "।" 0 19415 18846 895 2058 1 9 0 0
"690" 40 1 3 "दूसरे" 1 193 2116 NA NA 5 1 0 2
"691" 40 2 3 "नंबर" 0.5 55 59 1 NA 4 1 0 1
"692" 40 3 2 "पर" 0 5002 7193 8 NA 2 1 0 1
"693" 40 4 2 "मिस" 1 14 14 2 NA 3 4 0 1
"694" 40 5 2 "रूस" 0.5 31 31 1 1 3 4 0 1
"695" 40 6 3 "नताशा" 0 1 1 1 1 5 6 0 1
"696" 40 7 2 "और" 0 5122 5122 NA NA 2 7 0 2
"697" 40 8 3 "तीसरे" 0.5 41 62 3 4 5 8 0 1
"698" 40 9 3 "नंबर" 0.5 55 59 3 3 4 8 0 1
"699" 40 10 2 "पर" 0 5002 7193 8 NA 2 8 0 1
"700" 40 11 2 "मिस" 1 14 14 2 NA 3 11 0 1
"701" 40 12 4 "लेबनान" 0.5 1 1 1 1 6 11 0 1
"702" 40 13 3 "सेन्ड्रा" 2 1 1 1 1 8 13 0 1
"703" 40 14 2 "रहीं" 0.5 31 3304 1 1 4 14 22 0
"704" 40 15 1 "।" 0 19415 18846 8 327 1 14 0 0
"705" 41 1 3 "सोनल" 0 9 9 NA NA 4 1 0 1
"706" 41 2 1 "ने" 0.5 6947 12697 5 NA 2 1 0 1
"707" 41 3 3 "बताया" 0 816 1026 405 29 5 3 0 0
"708" 41 4 1 "कि" 1 6478 25348 655 9 2 4 0 1
"709" 41 5 3 "इनाम" 0 6 6 NA 6 4 5 0 1
"710" 41 6 1 "के" 0.5 18820 25348 NA NA 2 5 0 2
"711" 41 7 2 "तौर" 0 118 118 40 4 3 5 0 1
"712" 41 8 2 "पर" 0 5002 7193 112 3 2 5 0 1
"713" 41 9 2 "उसे" 0.5 253 6262 9 111 3 9 0 1
"714" 41 10 2 "दस" 0 87 88 3 7 2 10 0 1
"715" 41 11 3 "हजार" 0 220 254 9 9 4 10 0 1
"716" 41 12 6 "मलयेशियन" 1.5 NA NA NA NA 8 10 0 1
"717" 41 13 2 "बाट" 0 2 2 NA NA 3 10 1 1
"718" 41 14 4 "(करीब" 0 NA NA NA NA 5 10 0 1
"719" 41 15 1 "दो" 0 626 NA NA NA 2 10 0 1
"720" 41 16 2 "लाख" 0 224 2116 13 NA 3 10 0 1
"721" 41 17 4 "रुपये)" 1 NA NA NA NA 6 10 0 1
"722" 41 18 2 "मिले" 1.5 76 938 NA NA 4 18 24 0
"723" 41 19 1 "हैं" 1 3449 14482 19 137 3 18 0 0
"724" 41 20 1 "।" 0 19415 18846 2296 8730 1 18 0 0
"725" 42 1 3 "मामला" 0 159 794 NA NA 5 1 0 1
"726" 42 2 2 "जब" 0 340 341 2 2 2 2 0 2
"727" 42 3 3 "फिस्स" 1.5 1 1 1 1 5 3 0 2
"728" 42 4 2 "होने" 0.5 745 5915 1 1 4 4 3 1
"729" 42 5 2 "लगा" 0 222 595 5 1 3 4 0 1
"730" 42 6 1 "तो" 0 1349 1349 1 1 2 6 0 1
"731" 42 7 3 "सुनीत" 0.5 6 6 1 1 5 7 0 1
"732" 42 8 2 "वर्मा" 2 20 20 3 3 5 7 0 1
"733" 42 9 1 "ने" 0.5 6947 12697 7 NA 2 7 0 1
"734" 42 10 2 "फिर" 1 237 238 8 15 3 10 0 1
"735" 42 11 3 "सफाई" 0 25 25 1 1 4 11 0 1
"736" 42 12 2 "पेश" 0.5 187 186 2 2 3 13 0 1
"737" 42 13 2 "कर" 0 2277 9800 8 130 2 13 13 0
"738" 42 14 2 "डाली" 0 8 135 6 8 4 13 0 0
"739" 42 15 1 "।" 0 19415 18846 6 21 1 13 0 0
"740" 43 1 4 "उन्होंने" 1.5 1693 6262 NA NA 8 1 0 1
"741" 43 2 3 "कहा:" 0 NA NA NA NA 4 2 0 0
"742" 43 3 5 "दरअसल" 0 37 37 NA NA 5 3 0 0
"743" 43 4 2 "मैंने" 1.5 51 558 NA NA 5 4 0 1
"744" 43 5 2 "इसे" 0.5 201 8126 1 29 3 5 0 1
"745" 43 6 2 "एक" 0 2107 2116 2 42 2 6 0 2
"746" 43 7 4 "अख़बार" 0.5 NA NA NA NA 6 6 0 1
"747" 43 8 1 "में" 1 12692 25348 NA NA 3 6 0 1
"748" 43 9 2 "रानी" 0 11 11 2 NA 4 9 0 1
"749" 43 10 3 "मुखर्जी" 2.5 77 77 4 4 7 9 0 1
"750" 43 11 1 "को" 0 8766 25348 5 6 2 9 0 1
"751" 43 12 2 "एक" 0 2107 2116 128 373 2 12 0 2
"752" 43 13 3 "फिल्म" 1.5 107 135 2 2 5 12 0 1
"753" 43 14 1 "के" 0.5 18820 25348 8 25 2 12 0 2
"754" 43 15 3 "प्रचार" 1 38 38 5 7 6 12 1 1
"755" 43 16 1 "के" 0.5 18820 25348 7 4 2 12 0 2
"756" 43 17 4 "सिलसिले" 2.5 37 48 18 24 7 12 1 1
"757" 43 18 1 "में" 1 12692 25348 35 NA 3 12 0 1
"758" 43 19 3 "पहने" 0.5 9 32 1 NA 4 19 20 1
"759" 43 20 2 "देखा" 0.5 70 486 1 1 4 20 31 0
"760" 43 21 1 "था" 0 1470 3255 6 8 2 20 0 0
"761" 43 22 1 "।" 0 19415 18846 895 2058 1 20 0 0
"762" 44 1 1 "तो" 0 1349 1349 NA NA 2 1 0 1
